"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Lesotho","LSO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9269027709961","","","","","","","","","83.1944122314453","","","","","86.6322021484375","","","","","","","",
"Late-demographic dividend","LTE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","85.8139114379883","85.8390274047852","86.783203125","87.6927185058594","88.5653991699219","89.3076171875","90.0634689331055","90.4703903198242","91.0018081665039","91.491943359375","91.9128036499023","92.3589630126953","93.4959869384766","93.6195068359375","93.7439498901367","94.0094299316406","94.2344131469727","94.4709014892578","94.7021179199219","94.9552993774414","95.183967590332","97.2054824829102","97.2899780273438","97.3793029785156","97.4865188598633","97.6269073486328","97.77490234375","98.0793991088867","98.2106094360352","98.3333892822266","98.4595031738281","98.7460174560547","98.8083724975586","98.8329620361328","98.8265686035156","98.9631576538086","99.1590194702148","99.2287902832031","99.2766418457031","99.2938385009766","99.3561019897461","99.3856506347656","99.4029312133789","99.4424362182617","99.4730377197266","",
"Lithuania","LTU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6737594604492","","","","","","","","","","","","99.7016677856445","","","","","","","","","","99.8557968139648","","","","","","","","","","",
"Luxembourg","LUX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7844085693359","","","","","","","","","","","99.7502593994141","","","","","","","","","","","99.8354263305664","","","","","","","99.8199996948242","","","",
"Macao SAR, China","MAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","94.7031173706055","","","","","","","","","","","","","","","","","","","","99.6335372924805","","","","","99.6442413330078","","","","","99.6728973388672","","","","","99.7987365722656","","","","","",
"St. Martin (French part)","MAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","44.137939453125","","","","","","","","","","","","58.4348907470703","","","","","","","","","","70.4575881958008","","","","77.8629608154297","79.4736862182617","","81.5100708007813","91.2209625244141","","","","","","97.7300033569336","","","",
"Monaco","MCO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7293472290039","","","","","","","","","","","99.5250778198242","","","","","","","","","","","","","","99.8110122680664","","","","","","","",
"Madagascar","MDG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2362213134766","","","","","57.6305885314941","","","","64.9402465820313","","","76.8291625976563","","","","","","79.8511734008789","","","",
"Maldives","MDV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","85.6089782714844","","","","","","","","95.5361862182617","","","","","98.1996231079102","","","","","98.1701202392578","","","","","98.1701202392578","","","","","","99.3010101318359","","","","","","","","99.2683792114258","","98.7536468505859","","","","","",
"Middle East & North Africa","MEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","59.1770210266113","59.8067588806152","60.4674186706543","61.0584182739258","61.8552284240723","62.6276893615723","63.4207801818848","64.3171615600586","65.2913284301758","66.2106018066406","67.4174194335938","68.7739334106445","70.1263275146484","71.6042022705078","72.6902694702148","73.9580612182617","75.1362609863281","77.4648284912109","78.9982833862305","80.041389465332","80.0097885131836","80.949821472168","82.2594299316406","83.2239379882813","83.9835968017578","84.6314468383789","85.3164367675781","85.9449920654297","86.719482421875","87.5954284667969","88.5490493774414","89.0898590087891","89.5196075439453","89.571647644043","90.1842193603516","90.9100723266602","88.6579437255859","88.9347610473633","88.9949569702148","92.6123123168945","92.9809722900391","93.9331665039063","90.7745590209961","93.019660949707","93.5956573486328","89.9019927978516","90.1192626953125","90.3305282592773","",
"Mexico","MEX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.9471969604492","","","","","","","","","","95.4182434082031","","","","","","","","","","96.6122817993164","","97.6045837402344","","97.5644378662109","97.6358413696289","97.8956604003906","98.1560897827148","98.3823013305664","98.524658203125","98.4345169067383","98.4617691040039","98.8754196166992","98.5644989013672","99.0000381469727","98.944709777832","99.1162033081055","99.1246871948242","99.3184509277344","","99.0824127197266","",
"Marshall Islands","MHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4587783813477","","","","","","","","","","",
"Middle income","MIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","73.8813018798828","73.9295272827148","74.1913070678711","74.8931579589844","75.5758666992188","76.2095718383789","76.7773971557617","77.4708023071289","77.9705276489258","78.587532043457","79.1211624145508","79.614372253418","80.4154891967773","81.2129898071289","81.6659469604492","82.1288986206055","82.48828125","83.0465774536133","83.4368209838867","83.8522186279297","84.238410949707","84.6252517700195","85.6956481933594","86.6495895385742","87.0727310180664","87.1455917358398","87.5343627929688","88.0027313232422","88.6222763061523","89.0821228027344","89.3632278442383","89.9247131347656","89.6993408203125","90.6905899047852","90.75244140625","90.8301391601563","90.9143295288086","91.5900497436523","91.9593276977539","92.3803405761719","92.4329299926758","92.9761505126953","93.1634063720703","93.0841293334961","93.3320693969727","93.537956237793","",
"North Macedonia","MKD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8611679077148","","","","","","","","98.7426986694336","","","","","","","","","","","","98.5999984741211","","","","","","","",
"Mali","MLI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","19.6462306976318","","","","","","","","","","","","","","","","","","","","","","24.1866703033447","","","","","","","","38.8161201477051","","","","44.3017082214355","42.0952796936035","","","","49.3665313720703","","","50.1347007751465","","46.157341003418","",
"Malta","MLT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","97.8669586181641","","","","","","","","","","96.0322723388672","","","","","","","","","","98.2650299072266","","","","","","98.8819427490234","","","","","","","99.3007125854492","","","",
"Myanmar","MMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","84.8970718383789","","","","","","","","","","","","","","","","","94.586311340332","","","","","","","","","","","","","","","","84.7511596679688","","","95.4151229858398","","",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","56.0578384399414","56.752010345459","57.4383392333984","58.1556510925293","58.7741584777832","59.6208610534668","60.4473304748535","61.3066711425781","62.2816009521484","63.2877807617188","64.2081527709961","65.5040435791016","66.9583511352539","68.430549621582","69.9876022338867","71.1248321533203","72.395149230957","73.5874176025391","76.0761184692383","77.6935119628906","78.870002746582","78.7678909301758","79.7724685668945","81.1804428100586","82.164909362793","82.9396133422852","83.4617004394531","84.1886367797852","84.8674087524414","85.6580810546875","86.5807189941406","87.7165298461914","88.2794418334961","88.7115478515625","88.6929931640625","89.314208984375","90.0771484375","87.4709320068359","87.7642288208008","87.6828308105469","91.7632827758789","92.17578125","93.2511291503906","89.6596069335938","92.2020797729492","92.8519973754883","88.647590637207","88.9077377319336","89.1712188720703","",
"Montenegro","MNE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.7301406860352","","","","","","","","","","99.1458587646484","","","","","","","","","","","","99.410270690918","","","","","","","","99.2118225097656","","","","","","","99.1100006103516","","","",
"Mongolia","MNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7101211547852","","","","","","","","","","98.4602508544922","","","","","","","","","","99.0743408203125","",
"Northern Mariana Islands","MNP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","43.644359588623","","","","","","","","","","","","","","","","","46.9700012207031","","","","","","61.8928909301758","","","","","","67.1496429443359","","","","","","70.5251007080078","","70.9124526977539","","","","",
"Mauritania","MRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3366508483887","","","","","","","56.122428894043","","","","","","71.0320816040039","","","","63.947811126709","","","","",
"Mauritius","MUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1919937133789","","","","","","","","","","94.5389633178711","","","","","","","","","","","98.1303482055664","","","","","","","","","","",
"Malawi","MWI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0176887512207","","","","","","","","","","","76.0074996948242","","","","","","","","","","","","72.1395568847656","","","","76.0819091796875","72.9356079101563","","","","","","",
"Malaysia","MYS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","87.9686431884766","","","","","","","","","","","95.5638809204102","","","","","","","","","97.2378005981445","","","","","","","","","","98.4187088012695","","","","","","97.6144714355469","97.2725601196289","96.8503265380859","96.7783966064453","","",
"North America","NAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1124267578125","","","","","","","","","","92.4243774414063","","","","","","87.0954132080078","","","","94.4194412231445","","","","","","","95.1649017333984","","","",
"New Caledonia","NCL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","97.4641571044922","","","","","","","","","","","","","98.7569808959961","","","","","","","99.0928802490234","","","","","","","","","","","","","","","","","","99.1999969482422","","","","","","","",
"Niger","NER","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7911891937256","","","","36.5467796325684","","","","","","","39.7877311706543","","","","","","43.4599990844727","","","",
"Nigeria","NGA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1890563964844","","","","","","","","","","","","68.993782043457","","","78.6944274902344","","66.3835372924805","","","","","","","","","","75.0287475585938","","","",
"Nicaragua","NIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2225189208984","","","","87.0092468261719","","","","","","","","","","91.57177734375","","","","","","",
"Netherlands","NLD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","30.0384502410889","","","","","","","","","","49.6037216186523","","","","","","","","","","70.0536193847656","","","","","","","","","","84.7571487426758","","","","","","","92.3938064575195","","","",
"Nauru","NRU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2813262939453","","","","","97.6298217773438","","97.7437286376953","","","","99.0943222045898","99.1537322998047","98.7035598754883","98.6624374389648","98.6178283691406","","","",
"Other small states","OSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","83.4031295776367","83.6484069824219","83.8613967895508","84.2668762207031","84.728271484375","85.2123413085938","85.4411087036133","85.8078765869141","85.9430313110352","86.1331176757813","86.1980895996094","86.3628463745117","86.7578582763672","87.1903305053711","87.6706390380859","87.9583892822266","87.9612579345703","88.4551010131836","88.6487121582031","88.7949981689453","88.8669586181641","89.0155181884766","88.5544128417969","87.8688888549805","88.076057434082","87.1907501220703","86.7718887329102","87.4812774658203","87.8653793334961","88.2514266967773","88.6672592163086","89.4409408569336","89.5470733642578","89.7440032958984","89.9303894042969","90.1911468505859","90.4656600952148","",
"Pakistan","PAK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","34.7833518981934","","","","","","","","","","","","","","","","","55.3305206298828","","","","","","","65.0865783691406","69.1658020019531","66.2847137451172","71.112907409668","70.67626953125","71.2596206665039","70.7693328857422","72.5834197998047","71.6362228393555","72.7954025268555","","","74.5263824462891","71.9948425292969","72.7035598754883","","",
"Panama","PAN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.106201171875","","","","","","","","","","95.0867767333984","","","","","","","","","","96.0798492431641","","","","","","","","","","97.6385269165039","","","","","","","","99.0990905761719","98.8817367553711","","",
"Peru","PER","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.1197967529297","","","","","","","","","","","","95.3666305541992","","","","","","","","","","","96.7556304931641","97.1237564086914","97.7571334838867","97.3562164306641","","","","","98.6981582641602","","98.9775314331055","99.0095367431641","98.8834915161133","99.0574798583984","99.0237579345703","","99.4363632202148","",
"Philippines","PHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.7889862060547","","","","","","","","","","96.5780792236328","","","","96.0367736816406","","","","","","95.0897521972656","","","95.0572128295898","","","","","97.7508010864258","","","","","98.1083526611328","","99.0826034545898","","","","98.3845062255859","","",
"Palau","PLW","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","94.2757797241211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.83837890625","","98.664436340332","","","","","","",
"Papua New Guinea","PNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6789932250977","","","","","","","","","","67.9000015258789","","","","","","","","","","","",
"Poland","POL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","99.7968292236328","","","","","","","","","","99.7968292236328","","","","","","","","","","99.7968292236328","","","","","","","","","","99.7968292236328","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","62.9573402404785","63.7908897399902","64.2177734375","64.9066696166992","65.3959274291992","65.1225280761719","65.3701934814453","65.7762603759766","66.2374496459961","66.3219604492188","66.8002471923828","67.3598937988281","67.3099975585938","68.1325225830078","65.8805389404297","66.3177032470703","66.7601013183594","67.0429229736328","67.4712829589844","66.7291412353516","67.3818664550781","64.7395629882813","64.8904266357422","63.9442710876465","64.8756408691406","66.8345108032227","69.7429122924805","70.5135192871094","71.6207885742188","70.7772827148438","72.8918075561523","73.855712890625","72.9390563964844","73.5455474853516","74.1419906616211","",
"Puerto Rico","PRI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","93.7458572387695","","","","","","","","","","93.166877746582","","","","","","","","","","","","","","","","","","","","98.8341827392578","","","","","","","92.3898315429688","","","","",
"Korea, Dem. People's Rep.","PRK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.999641418457","","","","","","","","","","","","","",
"Portugal","PRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","97.9413528442383","","","","","","","","","","99.1994934082031","","","","","","","","","","","","","","","","","","","","99.4351196289063","","","","","","","99.6639175415039","","","",
"Paraguay","PRY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","89.5878601074219","","","","","","","","","","95.6073379516602","","","","","","","","","","","","","","","98.7944564819336","97.964241027832","98.4972915649414","98.6104507446289","","98.1779174804688","98.8991317749023","98.7137985229492","98.6536026000977","98.4505996704102","","98.2815170288086","98.3552322387695","98.6447067260742","",
"West Bank and Gaza","PSE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0465698242188","","","","","","","98.952278137207","","99.0922927856445","99.0675888061523","99.1578521728516","99.2302093505859","99.2198333740234","99.3082962036133","99.2867202758789","99.348258972168","99.3655319213867","99.3415374755859","99.3774871826172","99.311767578125","99.3362503051758","99.3343963623047","99.2323532104492","",
"Pacific island small states","PSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.4677886962891","95.4976119995117","95.5938873291016","95.7032928466797","95.8263931274414","95.9098129272461","95.9911270141602","96.0988006591797","96.2059936523438","96.2928466796875","96.3552093505859","96.4292831420898","96.4772186279297","96.5068664550781","96.5526428222656","96.5851593017578","96.6576538085938","96.7193374633789","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5429306030273","","","","","","","","","","","94.7907485961914","","","","","","","94.7797698974609","","","95.9142913818359","93.5299835205078","94.803352355957","92.4288177490234","94.6094131469727","93.9443588256836","91.7935791015625","93.6445236206055","","95.4636535644531","94.6441116333008","","","","",
"Romania","ROU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1074600219727","","","","","","","","","","97.7614898681641","","","","","","","","","98.9956893920898","","","","","","","99.4291915893555","","","",
"Russian Federation","RUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.719596862793","","","","","","","","","","","","","99.7246017456055","","","","","","","","99.709602355957","","","","","","","","99.6984481811523","","","",
"Rwanda","RWA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","52.2619285583496","","","","","","","","","","","","","74.8965377807617","","","","","","","","","77.6203308105469","","","","","","","","","","77.3446273803711","","82.3307495117188","","85.0662384033203","","","","86.4927673339844","","","",
"South Asia","SAS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8254","47.79525","48.51421","49.16743","49.7833","50.25498","50.52751","51.21975","51.7886","52.35174","52.94523","53.57514","54.21963","54.81505","56.09732","57.30182","58.24777","59.93825","61.41477","62.62179","63.80913","64.96911","66.0069","69.54834","70.82187","71.9553","72.94054","74.03113","75.20078","76.20471","77.17958","78.2775","78.33886","81.04232","81.96909","82.21069","82.93099","83.87258","85.17337","85.98569","86.96437","88.08789","88.62945","89.2672","89.95697","90.53485","",
"Saudi Arabia","SAU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8556137084961","","","","","","","","95.9131622314453","","","","95.8496932983398","","","","","","","","","99.2217712402344","","","","99.3018798828125","","","99.4984130859375","",
"Sudan","SDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1555862426758","","","","","","","","65.8053512573242","","","","","","","","","","73","","","",
"Senegal","SEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8661003112793","","","","","","","","","","","","","","49.1244888305664","","","","50.8516616821289","","","63.3523902893066","","65.7805099487305","","56.9430084228516","","","","69.4784088134766","","","","",
"Singapore","SGP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.2881164550781","","","","","","","","","","98.9666976928711","","","","","","","","","","99.5046005249023","","","","","","","","","","99.751823425293","99.8871994018555","99.8949432373047","99.8986129760742","99.9004669189453","99.7848968505859","99.9265823364258","99.9304428100586","99.9296264648438","99.9280471801758","99.7262496948242","",
"Solomon Islands","SLB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.9276084899902","","","","","","","","","57.0221290588379","","","","","66.6485977172852","","","",
"El Salvador","SLV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9466400146484","","","","","","","","","","","","","","94.9509887695313","93.56494140625","95.9574737548828","95.0220565795898","96.0344619750977","96.5450897216797","","97.2241897583008","","97.949333190918","98.0085906982422","97.9804534912109","97.9737167358398","98.3463897705078","98.5201568603516","",
"San Marino","SMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","13.1400003433228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3567962646484","","","","","","","","99.3086929321289","","","","","99.7198181152344","","","99.9994430541992","","",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","62.7293701171875","63.0390892028809","63.6811103820801","63.997688293457","64.6212310791016","65.1927871704102","65.303840637207","65.5767822265625","65.9557037353516","66.3098526000977","66.4342575073242","66.8352737426758","67.3167190551758","67.3015899658203","68.0092315673828","66.1648178100586","66.6305999755859","67.8407516479492","68.2305374145508","69.5269470214844","68.4150466918945","68.9997406005859","67.6117706298828","67.8199768066406","68.2783966064453","69.1711807250977","70.9319610595703","72.3216934204102","73.1247634887695","73.7966537475586","74.3778533935547","74.8812026977539","75.5070877075195","75.9059295654297","76.2943801879883","76.6757278442383","",
"South Sudan","SSD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.702278137207","","","","","","","","","","47.9009590148926","","","",
"Sub-Saharan Africa","SSF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","62.8094596862793","63.1169586181641","63.7555809020996","64.0694732666016","64.6894226074219","65.2575073242188","65.3666000366211","65.6368789672852","66.0128631591797","66.3642501831055","66.4865188598633","66.8847808837891","67.3665313720703","67.3505630493164","68.0561828613281","66.2140808105469","66.6776580810547","67.8840713500977","68.2714080810547","69.5643692016602","68.4528732299805","69.0359497070313","67.6493377685547","67.8580932617188","68.3157730102539","69.2070388793945","70.9651718139648","72.3526077270508","73.1540069580078","73.8243408203125","74.4040832519531","74.9061737060547","75.530632019043","75.9282684326172","76.3155517578125","76.69580078125","",
