"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","51.0311584472656","","","","","","","","","","63.3276214599609","","","","","","","","","","73.2186889648438","","","","","","","","","84.8534164428711","84.8782730102539","","","","87.5096435546875","","89.2819213867188","92.0234222412109","","","","88.1925582885742","","","","",
"Euro area","EMU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9452896118164","","","","","","86.9749069213867","","","","","","","","","","93.2723922729492","","","",
"Spain","ESP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.6419525146484","","","","","","","","","","99.554557800293","","","","","","","","","","","","","99.5581970214844","99.5377883911133","99.5953063964844","99.5693435668945","99.5643081665039","99.5989990234375","99.5946273803711","99.6994018554688","99.6727828979492","99.6692581176758","99.7227630615234","99.6556777954102","99.6221618652344","","99.7155532836914","","99.6214218139648","",
"Estonia","EST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8678894042969","","","","","","","","","","","99.7705001831055","","","","","","","","","","","99.9488983154297","","","","","","","","","","",
"Ethiopia","ETH","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5853996276855","","","","","","","","","","49.9000015258789","44.6059684753418","","54.9829788208008","","","","","","","","","","72.7548217773438","","","","",
"European Union","EUU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","66.3295211791992","66.7421188354492","67.20654296875","67.5251007080078","68.2653732299805","68.8569107055664","69.3468475341797","69.8118515014648","69.9976196289063","70.644889831543","71.0014801025391","71.8346786499023","72.4841690063477","72.929573059082","73.4843597412109","74.1204376220703","74.4411010742188","71.2741012573242","71.4853973388672","71.6447601318359","71.4224319458008","72.0056076049805","71.9134216308594","72.3635635375977","69.29296875","69.7268905639648","68.6723709106445","68.8304061889648","69.7656173706055","71.8296508789063","72.3854675292969","73.2395095825195","71.8871917724609","74.0441436767578","74.7802886962891","73.1503524780273","73.4748306274414","73.8315582275391","",
"Finland","FIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2087173461914","","","","","","","","","","","","","","","","","","","88.5041427612305","","","","","","89.7836608886719","","","",
"United Kingdom","GBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8254165649414","","","","","","","","","","","","99.7026062011719","","","99.6408081054688","","99.7042083740234","","",
"Ghana","GHA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6630630493164","","","","","","","","","","85.7161483764648","","","","","","","","92.490966796875","","","",
"Gibraltar","GIB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7163906097412","","","","","","","47.0912590026855","","","","","","","31.4064197540283","","","","46.295051574707","","","","53.9405212402344","","","",
"Gambia, The","GMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5550193786621","","","","","","","","","","","","","60.7779006958008","","67.161376953125","","","","","","",
"Guinea-Bissau","GNB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","36.4014205932617","","","","","","","","","","","","","","","","","","","","","59.4928512573242","","","","","","","","","","","","","","60.4023513793945","","","","","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1313705444336","","","","","","","","","","97.967041015625","","","","","","","","","","","",
"Greece","GRC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.9670486450195","","","","","","","","","","98.9839935302734","","","","","","","","","","98.9405288696289","","","","99.529182434082","","99.5619201660156","","99.4910888671875","","98.8148574829102","","","","","","","99.1600036621094","","","",
"Grenada","GRD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","98.9623565673828","","","","","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","",
"Greenland","GRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9882125854492","","","","","","","","82.2202606201172","","","","","","","","","","93.6534729003906","91.851921081543","94.354248046875","","","","94.6041488647461","","","",
"Guam","GUM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","95.6110610961914","","","","","","","","","","99.879997253418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0989379882813","","","","","96.6896667480469","","","","","","","",
"High income","HIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9427185058594","","","","","","93.9243087768555","","","95.1506881713867","95.9250030517578","94.9809494018555","95.0664901733398","95.6770706176758","96.0075073242188","96.1265411376953","","96.5158386230469","96.0838928222656","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7605094909668","57.3428916931152","57.4548110961914","57.9782104492188","58.3188896179199","58.0004806518555","57.6511497497559","57.7095413208008","57.7621612548828","57.5611991882324","57.8110809326172","58.2298698425293","58.0286712646484","58.8369598388672","59.3974685668945","59.8939208984375","61.5814590454102","62.3776016235352","63.8354682922363","63.0612411499023","61.6985511779785","63.2524681091309","63.6609916687012","64.1307067871094","65.2720718383789","67.6121063232422","69.3593673706055","70.3863220214844","71.3092269897461","72.0269470214844","72.6354827880859","73.6316833496094","74.1113204956055","74.7001037597656","75.2928771972656","",
"Croatia","HRV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6358871459961","","","","","","","","","","99.6486434936523","","","","","","","","","","99.7236328125","","","","","","","","","","",
"Haiti","HTI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","51.153018951416","","","","","","","","","","","","","","","","","","","","","81.6163330078125","","","72.3467178344727","","","","","","","","","","82.9942474365234","","","","","",
"Hungary","HUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.3711471557617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8000030517578","","","","","","","",
"IBRD only","IBD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","76.5164108276367","76.5853118896484","76.8685913085938","77.6531600952148","78.42138671875","79.1391220092773","79.7943725585938","80.5497436523438","81.0906219482422","81.7507629394531","82.3204116821289","82.8461227416992","83.7035064697266","84.4209518432617","84.8604431152344","85.3287811279297","85.7412185668945","86.1780166625977","86.4703903198242","86.837760925293","87.2366333007813","87.6051177978516","88.7924575805664","89.7546768188477","90.061882019043","90.4032516479492","90.7668304443359","91.2013626098633","91.7516937255859","92.1472702026367","92.5112075805664","92.6961135864258","93.352409362793","93.8758392333984","93.9651412963867","93.962760925293","94.229377746582","94.8401794433594","95.0966262817383","95.481330871582","95.4083633422852","95.8584594726563","96.0633010864258","95.872802734375","96.075439453125","96.2737121582031","",
"IDA & IBRD total","IBT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.8402633666992","72.8878402709961","73.1303405761719","73.779899597168","74.4173202514648","75.0046691894531","75.5488662719727","76.2058181762695","76.6882400512695","77.2721786499023","77.7823181152344","78.2457885742188","79.0071716308594","79.7495727539063","80.1786804199219","80.6056900024414","80.8812637329102","81.3293991088867","81.6466217041016","81.9861221313477","82.3212966918945","82.6503295898438","83.6110763549805","84.4711227416992","84.8410415649414","84.8717575073242","85.2345809936523","85.8246002197266","86.4098434448242","86.9459991455078","87.1007537841797","87.4359436035156","87.3169937133789","88.2076034545898","88.2826690673828","88.3419799804688","88.5894393920898","89.2080917358398","89.5837936401367","89.9264984130859","89.9728469848633","90.4472427368164","90.6562728881836","90.5718002319336","90.7878494262695","90.9702072143555","",
"IDA total","IDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","55.8506202697754","56.1434593200684","56.4379005432129","56.7705612182617","57.1511192321777","57.4746398925781","57.9850692749023","59.0798110961914","59.777961730957","60.4195709228516","60.5650787353516","61.5586891174316","62.5018997192383","63.2655296325684","63.8844108581543","64.5158233642578","65.134651184082","66.1041030883789","67.0876235961914","66.3762130737305","66.9535980224609","68.1865768432617","68.9763336181641","70.0934066772461","69.7662887573242","70.7980575561523","68.5399017333984","70.9265670776367","71.3652877807617","72.0533065795898","72.7103118896484","73.8589782714844","75.0719985961914","75.7968368530273","76.5841979980469","77.4933776855469","78.0460662841797","78.5034866333008","79.0227813720703","79.4314880371094","",
"IDA blend","IDB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","61.0143394470215","61.1049690246582","61.3349418640137","61.5735511779785","61.8483695983887","62.1663208007813","62.8289184570313","63.5151596069336","64.201171875","64.999267578125","65.5596923828125","67.9722213745117","70.0386276245117","70.9819869995117","71.8744277954102","72.7713394165039","73.5138931274414","74.049919128418","74.8314971923828","71.1353302001953","71.784049987793","72.1927185058594","72.8243026733398","73.5012817382813","72.8270416259766","77.215950012207","71.9245834350586","74.0267562866211","74.3569717407227","74.7127227783203","74.8269119262695","75.9612731933594","75.8589706420898","76.5712203979492","77.2821426391602","77.9529113769531","78.0700988769531","78.7601089477539","79.1613922119141","79.5318222045898","",
"Indonesia","IDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.4370880126953","","","","","","","","","","96.2075576782227","","","","","","","","","","","","","","98.7054595947266","","96.6510391235352","","99.4601135253906","99.4737396240234","","98.7779998779297","","","99.6802215576172","99.6700668334961","99.6688079833984","","99.7070770263672","","99.7795104980469","",
"IDA only","IDX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","52.8399085998535","53.244758605957","53.587818145752","53.9843902587891","54.4337997436523","54.7729988098145","55.2243385314941","56.5387382507324","57.2578887939453","57.8358497619629","57.7825393676758","58.0882415771484","58.4825592041016","59.1576309204102","59.6404190063477","60.132999420166","60.6840591430664","61.8705902099609","62.956958770752","63.7369689941406","64.277587890625","65.9319534301758","66.8069763183594","68.1530303955078","68.0010070800781","67.3363494873047","66.5948867797852","69.1476669311523","69.6492919921875","70.5200271606445","71.4728317260742","72.6492691040039","74.5475082397461","75.2928237915039","76.1329498291016","77.1735534667969","77.9511871337891","78.3009796142578","78.8848724365234","79.3173370361328","",
"Isle of Man","IMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.7845687866211","","","","","","","","","","61.9002799987793","","","","","","","","","","76.4256973266602","","","","","81.130859375","","","","","86.1448822021484","","","","","","","91.6640396118164","","","",
"Not classified","INX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","56.4538612365723","","","","","","","","","","75.2049026489258","","","","","86.9742584228516","","","","","93.0282974243164","","","","","","","","","97.4315338134766","96.6437072753906","","97.8714294433594","","","","98.0143966674805","97.7772979736328","97.9378662109375","","98.1013488769531","","","","","",
"Iraq","IRQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7967987060547","","","","","","","","","","","","83.5","80.8000030517578","88.8000030517578","","90.9000015258789","93.5","","","","",
"Iceland","ISL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.562858581543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.6433792114258","","","","","","","","","","","","","","","","","","","","99.8121337890625","","","","","","","","","","99.8596420288086","","","","","","","99.9300003051758","99.8742218017578","","",
"Jamaica","JAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6034088134766","","","","","","","","","","","","","","","96.3000030517578","","","","","","","",
"Jordan","JOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","90.5084915161133","","","","","","","","","","","","","","","","","","","","","","","","99.1325912475586","","98.9753875732422","","98.9493408203125","","","98.7623519897461","99.148681640625","99.1057205200195","","","","","","99.3437423706055","","","",
"Japan","JPN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7257232666016","","","","","","","","","","99.8451309204102","","","","","","","","","","99.8345108032227","99.8973617553711","","","","","","","","99.8973617553711","","","",
"Kenya","KEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5281829833984","","","","","","","82.3904724121094","","","","","","","86.5256271362305","","","","87.8300018310547","","","",
"Kyrgyz Republic","KGZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6956329345703","","","","","","","","","","99.7518463134766","","","","","","","","","99.75","","","",
"Cambodia","KHM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3182067871094","","","","","","83.3828582763672","","","","87.4713821411133","87.1239318847656","","","","","90.1418685913086","92.2123565673828","","","","","","",
"Kiribati","KIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9541702270508","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.2221603393555","","","","","78.9754409790039","","","","","87.4560623168945","","","","","","","","","","92.0430603027344","","","","","","","","","","99.7333602905273","98.5121688842773","98.4472274780273","98.6433486938477","","98.8991088867188","","98.7822570800781","99.1537475585938","","99.2590866088867","","99.2435836791992","99.0801315307617","","99.3033218383789","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.15576171875","87.1681365966797","87.4478073120117","87.7441482543945","88.051513671875","88.24755859375","88.3315887451172","88.535888671875","88.725700378418","88.9143295288086","89.1043930053711","89.301628112793","89.4836120605469","89.6843338012695","90.0059814453125","90.3159027099609","90.6005325317383","91.243896484375","91.9006805419922","92.5429763793945","93.1743087768555","93.8067398071289","94.1362609863281","94.2425537109375","94.5448379516602","94.7457885742188","94.9584274291992","95.0769805908203","95.4588470458984","96.2321624755859","96.3630905151367","96.5500793457031","96.6786193847656","96.9446563720703","97.0877914428711","97.4197692871094","97.2785186767578","97.7298202514648","97.8872680664063","97.8735504150391","98.203498840332","98.3040313720703","98.4258880615234","98.4737777709961","98.5497512817383","98.5982284545898","98.6504974365234","",
"Lao PDR","LAO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1336288452148","","","","","80.5985565185547","78.4579925537109","","","","83.9310607910156","","","","","","72.0562286376953","","","","92.4626388549805","","","","","","",
"Lebanon","LBN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7147903442383","","99.2433471679688","","","","","","","","","99.751823425293","","","",
"Liberia","LBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","47.6337890625","","","","","","","","","","","","","","","","","","","","","","","49.0741081237793","","","","","","","","","","55.3987007141113","","","","",
"Libya","LBY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","89.3378982543945","","","","","","","","","","97.9000015258789","","","","","","","","","","99.5999984741211","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.7119598388672","87.719352722168","87.9800872802734","88.2571029663086","88.5485305786133","88.7333221435547","88.810546875","88.999153137207","89.1710815429688","89.3454208374023","89.5215835571289","89.7050933837891","89.8747329711914","90.050048828125","90.3487319946289","90.6762771606445","90.9415969848633","91.5489120483398","92.1684722900391","92.7741317749023","93.3716888427734","93.9708023071289","94.2828063964844","94.387077331543","94.6743392944336","94.8691024780273","95.0724716186523","95.1946182250977","95.5662612915039","96.3138732910156","96.4487380981445","96.6370086669922","96.7618026733398","97.0256195068359","97.1653671264648","97.4763793945313","97.3421630859375","97.7891082763672","97.9399108886719","97.9177627563477","98.2339706420898","98.3074493408203","98.4320297241211","98.4700775146484","98.5455322265625","98.5945587158203","98.6464920043945","",
"Least developed countries: UN classification","LDC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","50.9500694274902","51.3745193481445","51.7183303833008","52.1022796630859","52.5440483093262","52.8622817993164","53.3040084838867","54.7131385803223","55.4287109375","56.0125694274902","55.8969993591309","56.1888885498047","56.5774307250977","57.2752685546875","58.1543998718262","58.6350593566895","59.1679611206055","60.4026298522949","61.5164413452148","62.0053405761719","62.4739685058594","64.1430206298828","65.1336517333984","66.5426483154297","66.3022232055664","65.5058898925781","64.4906997680664","67.2152328491211","68.1902694702148","69.1363983154297","70.1972274780273","71.5390319824219","73.6208114624023","74.3454895019531","75.2679901123047","76.4036483764648","77.2486724853516","77.6322402954102","78.2592315673828","78.7119369506836","",
"Low income","LIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1796989440918","57.637378692627","58.0060081481934","57.5822601318359","57.0453186035156","56.8990783691406","56.7952995300293","57.046630859375","57.1580505371094","57.4430503845215","57.8622283935547","58.2216110229492","58.2377014160156","58.7611198425293","61.0844192504883","61.6867904663086","63.4442405700684","62.7431106567383","61.2822189331055","62.7932395935059","63.414119720459","64.3034591674805","64.9581069946289","67.4230270385742","68.3488082885742","69.582649230957","70.049186706543","70.7230529785156","71.2922134399414","72.2225189208984","72.5901184082031","73.0550231933594","73.5284118652344","",
"Liechtenstein","LIE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","91.043342590332","","","","","","","","","","","","","","","","","","","","95.5886306762695","","","","","97.4840621948242","","97.9817962646484","","98.1579284667969","","","","","","98.6889877319336","98.8564605712891","98.7819366455078","98.9679565429688","98.8592300415039","",
"Lower middle income","LMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","58.6820983886719","58.7188987731934","59.2302207946777","59.6905097961426","60.0867309570313","60.4294509887695","60.6431884765625","61.1158409118652","61.519889831543","62.0117607116699","62.5357818603516","63.0469398498535","63.7591896057129","64.2651977539063","65.2651901245117","66.2120819091797","66.9909896850586","68.3132629394531","69.2783432006836","70.3113708496094","71.2214508056641","72.1847534179688","73.0109634399414","75.2471618652344","76.2741088867188","76.5000534057617","77.272590637207","78.0719375610352","79.0140686035156","79.7979507446289","80.2861709594727","81.5904083251953","81.0004501342773","82.7746887207031","83.3327102661133","83.667610168457","84.0282287597656","85.074951171875","86.014778137207","86.7470169067383","87.4863510131836","88.0457534790039","88.4895477294922","88.9678802490234","89.4332275390625","89.8203430175781","",
"Low & middle income","LMY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.4111480712891","72.4794387817383","72.7498474121094","73.4348373413086","74.1064987182617","74.7248229980469","75.2986373901367","75.9825973510742","76.4860076904297","77.0887603759766","77.6142120361328","78.0880737304688","78.8621063232422","79.6136093139648","80.0424575805664","80.4703063964844","80.7442932128906","81.1900863647461","81.5028305053711","81.8380584716797","82.1700897216797","82.4975967407227","83.4631118774414","84.3291320800781","84.7053985595703","84.7374877929688","85.1070709228516","85.708366394043","86.3042297363281","86.8500595092773","87.0105667114258","87.3533172607422","87.2373123168945","88.1381683349609","88.2140731811523","88.2770767211914","88.5274200439453","89.15234375","89.5336608886719","89.8805236816406","89.9287185668945","90.4068069458008","90.6198501586914","90.536750793457","90.7551422119141","90.9391479492188","",
